Product Name,Category,Sub-Category,total_sales,total_profit,total_quantity,avg_discount,total_orders,profit_margin
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,5098.1759999999995,-404.0064000000001,22,0.31666666666666665,6,-0.07924528301886795
Bevis Boat-Shaped Conference Table,Furniture,Tables,2542.467,-445.5870000000002,15,0.31666666666666665,6,-0.17525773195876296
Bestar Classic Bookcase,Furniture,Bookcases,1897.8102,-612.9387,31,0.315,8,-0.3229715489989463
Hon 61000 Series Interactive Training Tables,Furniture,Tables,653.121,-148.39620000000005,22,0.3111111111111111,9,-0.2272108843537416
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,448.902,-7.0416000000000025,14,0.30000000000000004,4,-0.01568627450980393
Avaya 5410 Digital phone,Technology,Phones,625.508,-10.878400000000003,13,0.30000000000000004,4,-0.01739130434782609
Speck Products Candyshell Flip Case,Technology,Phones,188.94600000000003,-18.19480000000001,8,0.30000000000000004,4,-0.09629629629629634
Samsung Galaxy Note 2,Technology,Phones,4507.902,-128.7971999999994,14,0.30000000000000004,2,-0.02857142857142844
Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,51.782,-17.514500000000005,5,0.30000000000000004,2,-0.3382352941176472
Eldon 100 Class Desk Accessories,Furniture,Furnishings,36.396,-4.852799999999999,18,0.3,4,-0.1333333333333333
"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,1436.232,-143.62319999999997,12,0.3,4,-0.09999999999999998
"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,825.174,-117.88199999999998,9,0.3,1,-0.14285714285714282
"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,58.784,-1.0687999999999924,4,0.3,2,-0.018181818181818053
"Eldon ""L"" Workstation Diamond Chairmat",Furniture,Furnishings,1002.9360000000001,-267.44960000000015,19,0.3,4,-0.2666666666666668
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Furnishings,344.1,-42.179999999999964,8,0.3,4,-0.1225806451612902
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,262.752,-7.616000000000044,20,0.3,6,-0.02898550724637698
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,Tables,4446.175,-1147.4000000000003,25,0.3,5,-0.2580645161290323
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,180.46,-46.403999999999996,4,0.3,2,-0.2571428571428571
Telescoping Adjustable Floor Lamp,Furniture,Furnishings,143.928,-5.99700000000001,10,0.3,6,-0.041666666666666734
"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings,2058.496,-529.7600000000002,19,0.3,4,-0.2573529411764707
