Product Name,Category,Sub-Category,total_sales,total_profit,total_quantity,avg_discount,total_orders,profit_margin
StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,Machines,2330.65,-785.762,13,0.425,4,-0.33714285714285713
O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,2946.3668,-767.7435999999998,22,0.332,5,-0.26057298772169163
O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,3420.7703999999994,-755.7516000000004,21,0.24,6,-0.22093023255813968
Hon 94000 Series Round Tables,Furniture,Tables,7404.5,-681.2139999999998,30,0.16,5,-0.09199999999999997
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,15610.965600000001,-669.5448000000002,24,0.23399999999999999,5,-0.04288939051918737
"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,4199.456,-635.444,35,0.14,10,-0.1513157894736842
Bestar Classic Bookcase,Furniture,Bookcases,1897.8102,-612.9387,31,0.315,8,-0.3229715489989463
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,4297.644,-611.5878000000002,11,0.3333333333333333,6,-0.14230769230769236
Hon Racetrack Conference Tables,Furniture,Tables,3963.901,-598.5228000000004,22,0.2833333333333334,6,-0.15099337748344382
Bevis Rectangular Conference Tables,Furniture,Tables,1007.262,-586.8395999999999,13,0.475,4,-0.5826086956521739
Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,7242.768,-532.7612999999999,29,0.2625,8,-0.0735576923076923
Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,3317.0119999999997,-530.0380000000004,25,0.2333333333333333,6,-0.15979381443298982
"Tenex Chairmat w/ Average Lip, 45"" x 53""",Furniture,Furnishings,2058.496,-529.7600000000002,19,0.3,4,-0.2573529411764707
"Bevis Round Conference Table Top, X-Base",Furniture,Tables,2671.421,-519.9409999999998,20,0.26666666666666666,6,-0.19463087248322142
Lexmark MarkNet N8150 Wireless Print Server,Technology,Machines,723.51,-506.4569999999997,6,0.7,2,-0.6999999999999996
"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,4166.884,-503.1194000000002,59,0.2285714285714286,14,-0.12074235807860267
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,3680.538,-491.17500000000035,35,0.18888888888888888,9,-0.13345195729537376
KI Conference Tables,Furniture,Tables,2140.878,-479.2163999999998,44,0.325,8,-0.22384105960264888
"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,5436.158,-474.74140000000034,54,0.18571428571428572,14,-0.0873303167420815
SAFCO Boltless Steel Shelving,Office Supplies,Storage,4704.696,-470.46960000000024,46,0.1,10,-0.10000000000000005
"3D Systems Cube Printer, 2nd Generation, White",Technology,Machines,2339.982,-467.99639999999994,3,0.35,2,-0.19999999999999998
GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,3222.996,-461.3307999999999,22,0.5,5,-0.14313725490196075
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Furniture,Chairs,2032.3500000000001,-460.6660000000002,10,0.25,4,-0.22666666666666677
"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,2033.496,-456.70320000000004,9,0.3333333333333333,3,-0.22459016393442624
Chromcraft Rectangular Conference Tables,Furniture,Tables,4952.673000000001,-450.2430000000007,30,0.32222222222222224,9,-0.09090909090909104
Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,2359.9410000000003,-447.9888,13,0.5333333333333333,3,-0.18983050847457625
Bevis Boat-Shaped Conference Table,Furniture,Tables,2542.467,-445.5870000000002,15,0.31666666666666665,6,-0.17525773195876296
Novimex Swivel Fabric Task Chair,Furniture,Chairs,2913.9139999999998,-445.3910000000001,25,0.2,8,-0.15284974093264253
Okidata MB491 Multifunction Printer,Technology,Machines,2844.3,-434.12999999999977,9,0.44999999999999996,2,-0.15263157894736834
Premier Automatic Letter Opener,Office Supplies,Supplies,2836.366,-427.85859999999985,14,0.12000000000000002,5,-0.1508474576271186
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases,1014.174,-418.548,10,0.2833333333333333,3,-0.41269841269841273
Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables,917.9200000000001,-415.93250000000006,5,0.3666666666666667,3,-0.45312500000000006
GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,496.018,-411.3319999999999,15,0.725,4,-0.8292682926829267
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,5098.1759999999995,-404.0064000000001,22,0.31666666666666665,6,-0.07924528301886795
Hon 2111 Invitation Series Corner Table,Furniture,Tables,3140.55,-401.99040000000025,18,0.2,4,-0.12800000000000009
"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,3457.442,-392.54800000000023,30,0.19999999999999998,7,-0.1135371179039302
LG G2,Technology,Phones,1499.9699999999998,-374.99250000000006,5,0.4,1,-0.25000000000000006
Balt Split Level Computer Training Table,Furniture,Tables,1040.625,-357.97499999999997,12,0.38,5,-0.344
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,1623.248,-343.0956000000001,26,0.26666666666666666,6,-0.21136363636363642
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,Technology,Phones,2027.304,-339.71040000000016,18,0.16,5,-0.16756756756756763
Fellowes Officeware Wire Shelving,Office Supplies,Storage,4509.466,-332.37100000000015,55,0.07272727272727274,11,-0.07370517928286856
"Lesro Round Back Collection Coffee Table, End Table",Furniture,Tables,2847.78,-328.58999999999986,20,0.2875,8,-0.11538461538461532
Bretford Rectangular Conference Table Tops,Furniture,Tables,12995.2915,-327.2330999999991,46,0.24583333333333335,12,-0.02518089725036173
Euro Pro Shark Stick Mini Vacuum,Office Supplies,Appliances,170.74399999999997,-325.6332,11,0.6,3,-1.9071428571428575
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",Technology,Machines,341.99100000000004,-319.1916,3,0.7,1,-0.9333333333333332
Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,5398.323,-304.9900000000006,34,0.4272727272727273,11,-0.05649717514124304
Hon Rectangular Conference Tables,Furniture,Tables,3481.515,-295.81500000000045,20,0.325,4,-0.08496732026143804
Sauder Barrister Bookcases,Furniture,Bookcases,754.7336,-294.7672,16,0.4066666666666667,3,-0.3905579399141631
Okidata C610n Printer,Technology,Machines,2011.9,-292.05000000000024,5,0.4,2,-0.14516129032258077
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,1646.918,-285.9483999999999,12,0.2475,4,-0.17362637362637356
"Eldon ""L"" Workstation Diamond Chairmat",Furniture,Furnishings,1002.9360000000001,-267.44960000000015,19,0.3,4,-0.2666666666666668
High Speed Automatic Electric Letter Opener,Office Supplies,Supplies,17030.311999999998,-262.00480000000084,11,0.06666666666666667,3,-0.015384615384615436
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,1200.9360000000001,-256.56359999999995,18,0.15999999999999998,5,-0.21363636363636357
Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,2519.958,-251.99579999999992,7,0.4,1,-0.09999999999999996
Okidata B401 Printer,Technology,Machines,179.99100000000004,-251.98739999999992,3,0.7,1,-1.3999999999999992
KI Adjustable-Height Table,Furniture,Tables,4552.6410000000005,-248.48219999999995,74,0.2361111111111111,18,-0.05457979225684606
Global Low Back Tilter Chair,Furniture,Chairs,1746.9540000000002,-246.39120000000023,21,0.1875,8,-0.1410404624277458
Catalog Binders with Expanding Posts,Office Supplies,Binders,1089.9360000000001,-242.20800000000008,36,0.5125,8,-0.22222222222222227
Hon 5100 Series Wood Tables,Furniture,Tables,5965.09,-238.60360000000043,26,0.21428571428571427,7,-0.04000000000000007
Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,1775.68,-228.6188,21,0.21428571428571427,7,-0.12875
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Furniture,Furnishings,763.6679999999999,-222.73650000000004,15,0.24,5,-0.29166666666666674
Safco Industrial Wire Shelving System,Office Supplies,Storage,2511.0480000000002,-218.352,30,0.1,8,-0.08695652173913043
Global Deluxe Steno Chair,Furniture,Chairs,1770.5400000000002,-216.31380000000013,29,0.21000000000000002,10,-0.12217391304347833
Balt Solid Wood Rectangular Table,Furniture,Tables,828.0965,-216.25450000000006,11,0.2625,4,-0.2611464968152867
LG Exalt,Technology,Phones,1154.326,-212.14640000000009,12,0.3333333333333333,3,-0.18378378378378385
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,Bookcases,3626.0056,-208.65039999999996,34,0.23374999999999999,8,-0.05754276827371694
Laminate Occasional Tables,Furniture,Tables,2096.168,-206.53420000000023,18,0.2333333333333333,3,-0.09852941176470599
"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,526.6120000000001,-201.51280000000003,46,0.6444444444444444,9,-0.38265895953757223
High-Back Leather Manager's Chair,Furniture,Chairs,4770.633,-197.58480000000003,42,0.16666666666666666,9,-0.041416893732970035
"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,4544.924999999999,-192.18540000000002,24,0.26,5,-0.042285714285714295
Hon 4-Shelf Metal Bookcases,Furniture,Bookcases,1474.308,-191.86199999999985,22,0.25,4,-0.13013698630136977
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Furniture,Bookcases,90.882,-190.85220000000004,3,0.7,1,-2.1000000000000005
Chromcraft Round Conference Tables,Furniture,Tables,8209.059,-189.9761,61,0.2576923076923077,13,-0.023142250530785564
"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,1400.2559999999999,-179.66519999999997,31,0.12000000000000002,10,-0.12830882352941175
"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables,1296.028,-177.35120000000003,6,0.3333333333333333,3,-0.13684210526315793
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances,299.20799999999997,-177.22320000000008,9,0.45,2,-0.5923076923076926
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,2064.228,-173.12879999999998,24,0.2,5,-0.08387096774193548
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,2299.75,-172.94120000000015,28,0.12000000000000002,10,-0.07520000000000007
Epson Perfection V600 Photo Scanner,Technology,Machines,206.99100000000004,-172.4925,3,0.7,1,-0.8333333333333331
O'Sullivan Living Dimensions 3-Shelf Bookcases,Furniture,Bookcases,2904.161,-170.8330000000002,17,0.2,4,-0.058823529411764774
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,Storage,3178.13,-167.27,20,0.04,5,-0.052631578947368425
"Global Geo Office Task Chair, Gray",Furniture,Chairs,1757.2660000000003,-166.0090000000002,25,0.17142857142857146,7,-0.09447004608294941
Cisco 8961 IP Phone Charcoal,Technology,Machines,224.93700000000004,-164.9538,3,0.7,1,-0.7333333333333332
Bevis 44 x 96 Conference Tables,Furniture,Tables,3253.2200000000003,-164.7200000000003,20,0.18,5,-0.05063291139240515
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs,694.194,-158.48579999999998,7,0.25,2,-0.2283018867924528
Global Deluxe High-Back Office Chair in Storm,Furniture,Chairs,1087.92,-149.5890000000001,10,0.20000000000000004,3,-0.1375000000000001
Hon 61000 Series Interactive Training Tables,Furniture,Tables,653.121,-148.39620000000005,22,0.3111111111111111,9,-0.2272108843537416
"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,1436.232,-143.62319999999997,12,0.3,4,-0.09999999999999998
Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,922.7400000000001,-133.4424000000001,16,0.15000000000000002,4,-0.1446153846153847
O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,723.842,-133.10919999999984,21,0.18333333333333332,6,-0.18389261744966423
Novimex Fabric Task Chair,Furniture,Chairs,1890.3799999999999,-131.10700000000003,39,0.1888888888888889,9,-0.06935483870967744
Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,2200.464,-130.98000000000008,20,0.14285714285714285,7,-0.05952380952380956
Tenex Chairmats For Use with Hard Floors,Furniture,Furnishings,467.712,-129.92000000000002,20,0.26666666666666666,6,-0.27777777777777785
Samsung Galaxy Note 2,Technology,Phones,4507.902,-128.7971999999994,14,0.30000000000000004,2,-0.02857142857142844
Safco Industrial Wire Shelving,Office Supplies,Storage,1363.058,-126.7068,16,0.16,5,-0.09295774647887324
"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5184.081,-126.44100000000057,27,0.26666666666666666,6,-0.024390243902439133
"Sauder Mission Library with Doors, Fruitwood Finish",Furniture,Bookcases,935.1971999999998,-125.74080000000008,10,0.26333333333333336,3,-0.13445378151260515
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,1115.64,-125.19959999999995,33,0.17777777777777778,9,-0.11222222222222217
Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,1073.248,-121.96000000000001,20,0.12000000000000002,5,-0.11363636363636363
Belkin F9S820V06 8 Outlet Surge,Office Supplies,Appliances,266.33599999999996,-120.17600000000007,17,0.4,4,-0.4512195121951223
Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,2252.4320000000002,-119.11899999999974,15,0.35000000000000003,4,-0.052884615384615266
"Bush Birmingham Collection Bookcase, Dark Cherry",Furniture,Bookcases,825.174,-117.88199999999998,9,0.3,1,-0.14285714285714282
Hon 2111 Invitation Series Straight Table,Furniture,Tables,2040.054,-115.30740000000009,18,0.2714285714285714,7,-0.056521739130434824
"Global Leather & Oak Executive Chair, Burgundy",Furniture,Chairs,1689.9679999999998,-114.67639999999992,13,0.18,5,-0.06785714285714281
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,289.456,-113.76720000000003,31,0.4000000000000001,6,-0.3930379746835444
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases,400.0268,-113.26060000000003,3,0.51,2,-0.283132530120482
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,1304.128,-111.32800000000013,20,0.16,5,-0.08536585365853669
"Carina 42""Hx23 3/4""W Media Storage Unit",Office Supplies,Storage,1635.796,-110.13279999999989,22,0.1,8,-0.06732673267326726
Tennsco Industrial Shelving,Office Supplies,Storage,1281.442,-108.58019999999996,29,0.1111111111111111,9,-0.08473282442748088
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,1088.6399999999999,-104.83200000000001,16,0.32,5,-0.09629629629629631
Safco Industrial Shelving,Office Supplies,Storage,827.12,-104.12849999999992,13,0.12000000000000002,5,-0.12589285714285703
Sauder Camden County Collection Library,Furniture,Bookcases,1368.262,-103.48200000000011,16,0.235,2,-0.07563025210084043
Acco D-Ring Binder w/DublLock,Office Supplies,Binders,235.17999999999998,-102.8378,31,0.6222222222222222,9,-0.4372727272727273
"Bush Westfield Collection Bookcases, Dark Cherry Finish",Furniture,Bookcases,649.376,-97.40640000000002,14,0.2333333333333333,3,-0.15000000000000002
Motorola HK250 Universal Bluetooth Headset,Technology,Phones,832.2379999999999,-91.50019999999995,41,0.13333333333333336,9,-0.10994475138121541
GBC Linen Binding Covers,Office Supplies,Binders,207.56600000000003,-82.40680000000003,18,0.5499999999999999,6,-0.39701492537313443
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders,834.6,-82.17600000000004,42,0.5125,8,-0.09846153846153852
Sauder Cornerstone Collection Library,Furniture,Bookcases,322.192,-81.16760000000004,14,0.2333333333333333,3,-0.251923076923077
"Global Task Chair, Black",Furniture,Chairs,463.099,-80.40619999999998,12,0.24,5,-0.1736263736263736
O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,2970.059,-78.637,28,0.11000000000000001,10,-0.026476578411405292
Eldon Executive Woodline II Cherry Finish Desk Accessories,Furniture,Furnishings,98.13600000000001,-78.5088,6,0.6,2,-0.7999999999999998
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Furniture,Bookcases,1072.344,-78.36360000000002,9,0.15,2,-0.0730769230769231
"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,1909.8178,-78.18640000000018,19,0.1457142857142857,7,-0.040939193257074145
Sensible Storage WireTech Storage Systems,Office Supplies,Storage,2484.3,-78.07800000000032,38,0.07500000000000001,8,-0.031428571428571556
Fellowes Command Center 5-outlet power strip,Office Supplies,Appliances,664.8320000000001,-78.01600000000002,15,0.25,4,-0.11734693877551021
Space Solutions Commercial Steel Shelving,Office Supplies,Storage,1952.43,-74.34750000000021,33,0.028571428571428574,7,-0.0380794701986756
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,Technology,Machines,101.994,-71.39579999999998,2,0.7,1,-0.6999999999999998
Rush Hierlooms Collection Rich Wood Bookcases,Furniture,Bookcases,489.37919999999997,-70.83119999999995,4,0.16,2,-0.14473684210526308
"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,1875.034,-70.48999999999992,15,0.125,4,-0.03759398496240597
Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,197.169,-69.57020000000001,32,0.5285714285714286,7,-0.3528455284552846
"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,2730.108,-68.80759999999981,26,0.06666666666666667,6,-0.025203252032520253
GBC Plasticlear Binding Covers,Office Supplies,Binders,68.88000000000001,-68.42080000000001,23,0.7285714285714285,7,-0.9933333333333334
"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,1912.308,-68.10959999999994,18,0.2,5,-0.035616438356164355
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,5801.816,-66.82719999999955,23,0.18,5,-0.011518324607329766
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,953.82,-63.588000000000044,20,0.10000000000000002,6,-0.06666666666666671
i.Sound Portable Power - 8000 mAh,Technology,Phones,413.322,-58.818900000000035,9,0.12000000000000002,5,-0.14230769230769238
V7 USB Numeric Keypad,Technology,Accessories,461.86800000000005,-58.78320000000001,16,0.15000000000000002,4,-0.1272727272727273
"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,598.308,-57.372,16,0.08,5,-0.0958904109589041
Compact Automatic Electric Letter Opener,Office Supplies,Supplies,2982.75,-57.268799999999956,26,0.05,8,-0.019199999999999984
Bush Somerset Collection Bookcase,Furniture,Bookcases,1263.9569999999999,-56.321399999999954,12,0.2125,4,-0.044559585492227945
Fellowes Econo/Stor Drawers,Office Supplies,Storage,581.58,-56.219400000000036,7,0.1,2,-0.09666666666666672
OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,Phones,384.846,-55.977599999999995,18,0.15000000000000002,4,-0.14545454545454545
Cisco CP-7937G Unified IP Conference Station Phone,Technology,Machines,1391.4,-55.65599999999994,4,0.5,2,-0.03999999999999995
"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,872.256,-52.569000000000116,25,0.08571428571428573,7,-0.060267857142857276
iOttie XL Car Mount,Technology,Phones,223.88799999999998,-50.37480000000001,14,0.2,2,-0.22500000000000006
Clearsounds A400,Technology,Phones,488.32599999999996,-48.83259999999998,11,0.3333333333333333,3,-0.09999999999999996
Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,2586.1879999999996,-48.795999999999744,15,0.275,4,-0.01886792452830179
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,379.40000000000003,-48.78000000000006,10,0.19999999999999998,3,-0.12857142857142873
Tennsco Commercial Shelving,Office Supplies,Storage,374.25600000000003,-48.612600000000036,21,0.1111111111111111,9,-0.12989130434782617
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,329.946,-48.58260000000004,31,0.14285714285714285,7,-0.1472440944881891
"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,Storage,849.3119999999999,-47.184000000000026,16,0.1,4,-0.055555555555555594
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture,Furnishings,180.46,-46.403999999999996,4,0.3,2,-0.2571428571428571
"Iris 3-Drawer Stacking Bin, Black",Office Supplies,Storage,284.104,-43.4512,16,0.13333333333333333,3,-0.15294117647058825
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture,Furnishings,344.1,-42.179999999999964,8,0.3,4,-0.1225806451612902
Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,1311.8760000000002,-42.10959999999993,19,0.17142857142857143,7,-0.032098765432098705
"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,1469.16,-40.57680000000012,26,0.19999999999999998,7,-0.0276190476190477
36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,369.248,-40.49140000000002,21,0.2333333333333333,6,-0.10965909090909097
Insertable Tab Post Binder Dividers,Office Supplies,Binders,66.566,-39.69900000000002,25,0.575,8,-0.596385542168675
Bevis Round Conference Room Tables and Bases,Furniture,Tables,519.941,-39.44380000000006,4,0.25,2,-0.07586206896551735
Mediabridge Sport Armband iPhone 5s,Technology,Phones,257.742,-38.961000000000006,30,0.14285714285714285,7,-0.15116279069767444
Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,147.528,-36.882000000000026,6,0.4,2,-0.25000000000000017
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,4384.044,-36.53369999999961,33,0.028571428571428574,7,-0.008333333333333245
Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,1686.904,-36.473600000000005,18,0.15,6,-0.021621621621621623
Rogers Deluxe File Chest,Office Supplies,Storage,443.996,-34.728400000000015,22,0.1,8,-0.07821782178217826
Novimex Turbo Task Chair,Furniture,Chairs,1341.5220000000002,-32.650800000000004,22,0.13333333333333333,6,-0.02433862433862434
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",Technology,Accessories,472.86,-32.269500000000015,17,0.1,4,-0.06824324324324327
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,147.926,-31.983999999999998,9,0.2,4,-0.21621621621621623
Samsung Convoy 3,Technology,Phones,688.138,-31.077199999999948,9,0.2,2,-0.045161290322580566
Macally Suction Cup Mount,Technology,Phones,279.63,-31.07,26,0.15000000000000002,4,-0.11111111111111112
Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,1187.56,-30.22880000000005,24,0.08571428571428573,7,-0.025454545454545497
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,258.72,-27.165600000000026,51,0.4916666666666667,12,-0.1050000000000001
"Hon Metal Bookcases, Black",Furniture,Bookcases,1570.0776000000003,-26.972399999999922,30,0.244,5,-0.01717902350813738
"Tennsco Lockers, Gray",Office Supplies,Storage,402.81600000000003,-26.43480000000004,22,0.10000000000000002,6,-0.06562500000000009
"SAFCO Commercial Wire Shelving, 72h",Office Supplies,Storage,1445.2640000000001,-24.496,24,0.04,5,-0.016949152542372878
Anker Astro 15000mAh USB Portable Charger,Technology,Phones,599.88,-23.995200000000086,13,0.08,5,-0.04000000000000015
GBC VeloBinder Strips,Office Supplies,Binders,52.992,-23.807999999999993,20,0.55,4,-0.44927536231884047
Avery Durable Slant Ring Binders,Office Supplies,Binders,51.480000000000004,-23.759999999999994,19,0.6199999999999999,5,-0.4615384615384614
Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,Machines,1619.82,-22.49750000000006,5,0.35,2,-0.013888888888888926
Stiletto Hand Letter Openers,Office Supplies,Supplies,136.32,-21.983999999999998,17,0.15000000000000002,4,-0.16126760563380282
Plantronics Single Ear Headset,Technology,Machines,29.925,-21.944999999999997,5,0.7,1,-0.7333333333333332
"Global Armless Task Chair, Royal Blue",Furniture,Chairs,1396.442,-20.73320000000002,28,0.175,8,-0.014847161572052417
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,119.508,-20.5242,11,0.16,5,-0.17173913043478262
Texas Instrument TI-15 Fraction Calculator,Technology,Machines,41.90500000000001,-20.519000000000002,8,0.44999999999999996,2,-0.489655172413793
Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,Storage,520.0799999999999,-20.487999999999946,7,0.06666666666666667,3,-0.039393939393939294
3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances,303.36,-20.476799999999983,14,0.25,4,-0.06749999999999994
